director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,keywords
Alessandro Carloni,Angelina Jolie Pitt,Action Adventure Animation Comedy Family,J.K. Simmons,kung fu panda 3,Wayne Knight,478 779 780 5331 6211 8531 9663 11477 12554 15036 184656 187056
Brad Bird,Jeremy Renner,Action Adventure Thriller,Tom Cruise,mission: impossible - ghost protocol,Michael Nyqvist,339 378 470 949 1418 1721 1965 2139 3272 3376 9145 9663 10364 14601 17992 18118 33626 156395 156767 161520 168003 186450 234619 247987
Peter Ramsey,Kamil McFadden,Adventure Animation Family Fantasy,Hugh Jackman,rise of the guardians,Khamani Griffin,242 1453 1566 1991 3030 6054 6513 9923 10059 33597 41581 41584 161155 179431 207317
Dean Parisot,Richard Burgi,Comedy Crime,John Michael Higgins,fun with dick and jane,David Herman,818 1333 1621 3607 9714 10532 14549 33740 156052 157296 160510 211295 227863 227864
Edward Zwick,Tony Goldwyn,Action Drama History War,Tom Cruise,the last samurai,Chad Lindberg,233 697 1327 1335 1400 1402 1462 1543 1908 1938 2001 2156 2280 2568 2796 2802 2905 3070 3072 3073 3074 3077 3078 3080 10089 13065 33457 33564 170007 207928 220492
Ridley Scott,María Valverde,Action Adventure Drama,Christian Bale,exodus: gods and kings,Ben Mendelsohn,488 3036 6917 12425 14906 157894 186756 211105 254680
J.J. Abrams,Leonard Nimoy,Action Adventure Sci-Fi,Chris Hemsworth,star trek,Bruce Greenwood,582 1612 3822 4040 4300 4379 4380 5100 9675 9684 9685 9686 9882 12388 156282 161176 161184 167982 170881 243802 269769 270381
Sam Raimi,James Franco,Action Adventure Fantasy Romance,J.K. Simmons,spider-man,Kirsten Dunst,242 697 704 1003 3289 3986 5812 6025 6062 9715 9717 11794 18068 18425 156075 189094 252759 260948
Dean DeBlois,Djimon Hounsou,Action Adventure Animation Comedy Family Fantasy,Gerard Butler,how to train your dragon 2,America Ferrera,697 970 1157 2858 5895 9663 10084 10201 12554 175421 192913 240237
Alex Proyas,Elodie Yung,Action Adventure Fantasy,Gerard Butler,gods of egypt,Bryan Brown,1160 1449 1721 2035 2906 9727 10084 18034 157894 161172 163338 227686
Rob Cohen,Joe Morton,Action Adventure Sci-Fi Thriller,Sam Shepard,stealth,Richard Roxburgh,310 4410 179430
Zack Snyder,Billy Crudup,Action Drama Mystery Sci-Fi,Matt Frewer,watchmen,Stephen McHattie,677 840 849 1308 1583 2111 2398 4948 9717 10410 11321 34161 158456 173995 174008 174016 208289
Richard Donner,Rene Russo,Action Crime Thriller,Jet Li,lethal weapon 4,Darlene Love,15235 167377 188944
Ang Lee,Regi Davis,Action Sci-Fi,Kevin Rankin,hulk,Celia Weston,387 582 1299 1402 1419 1718 2766 2800 3695 4375 8570 9715 9717 12393 13005 13073 14760 15162 18034 18047 157344 162365 163207 179102 184987 222797
Jon M. Chu,Dwayne Johnson,Action Adventure Sci-Fi Thriller,Channing Tatum,g.i. joe: retaliation,Elodie Yung,782 1328 1576 2534 3467 8570 10084 10410 14601 14643 18420 191574
Breck Eisner,Rainn Wilson,Action Adventure Comedy Thriller,Matthew McConaughey,sahara,Delroy Lindo,1585 10360 11477 18034 191574
Hironobu Sakaguchi,Ming-Na Wen,Action Adventure Animation Fantasy Romance Sci-Fi,Steve Buscemi,final fantasy: the spirits within,Jean Simmons,2964 3801 3994 4458 4565 9951 10159 12413 13065 14760 14946 41645 162365 189748 196544 209493 228384 230857
Joe Johnston,Dominic Cooper,Action Adventure Sci-Fi,Chris Evans,captain america: the first avenger,Hayley Atwell,242 1956 2652 9715 9717 11115 15060 41523 179430 180547
Michael Apted,Maria Grazia Cucinotta,Action Adventure Thriller,Colin Salmon,the world is not enough,Desmond Llewelyn,10364 10590 41185 41188 156095
Peter Weir,Lee Ingleby,Action Adventure Drama History War,James D'Arcy,master and commander: the far side of the world,David Threlfall,818 3262 3588 33384 182662 182664 182671 182677 182681 191585 207928 213851 225081 233856
Bill Condon,Kristen Stewart,Adventure Drama Fantasy Romance,Robert Pattinson,the twilight saga: breaking dawn - part 2,Taylor Lautner,3133 9840 9990 68646 160184 185616 185628 185629 185632 185633 185644 185645 185653 185655 185668 246466
George Miller,Brad Pitt,Animation Comedy Family Musical,Robin Williams,happy feet 2,Common,3028 4344 179430
Louis Leterrier,Peter Mensah,Action Adventure Sci-Fi,Ty Burrell,the incredible hulk,William Hurt,242 1809 9715 9717 10562 10718 10834 14760 160977 162365 180547 200918 202816
Steven Spielberg,Penelope Wilton,Adventure Family Fantasy,Mark Rylance,the bfg,Rafe Spall,212 392 2011 12663 13014 14895 15101 189099 227364 245230
Alejandro G. Iñárritu,Tom Hardy,Adventure Drama Thriller Western,Leonardo DiCaprio,the revenant,Lukas Haas,570 818 970 1262 1442 2522 3593 5774 6536 9454 9468 9672 9714 9748 9826 10292 10322 10349 10468 10794 14808 14819 155573 158175 162722 180173 188266 207928 218015 232116 243951 245378
David Soren,Snoop Dogg,Adventure Animation Comedy Family Sport,Ryan Reynolds,turbo,Ben Schwartz,240 830 1566 3428 4455 6525 9713 11477 33637 167986
Gore Verbinski,Ray Winstone,Adventure Animation Comedy Family Western,Johnny Depp,rango,Stephen Root,798 1197 1701 2551 4565 5703 9503 10511 14569 14586 14587 14588 18034
Eric Darnell,Annet Mahendru,Adventure Animation Comedy Family,Benedict Cumberbatch,penguins of madagascar,Andy Richter,3028 3645 11477 15285 161155
Paul Greengrass,Edgar Ramírez,Action Mystery Thriller,Matt Damon,the bourne ultimatum,Albert Finney,90 417 744 782 818 1295 3246 3851 3864 4087 6086 6110 6710 9663 9856 10410 10950 11134 14735 14819 14967 164148 185702 186450 226522
Mark Osborne,Wayne Knight,Action Adventure Animation Comedy Family,Angelina Jolie Pitt,kung fu panda,Dan Fogler,478 779 780 1310 1585 1946 1998 2660 3930 4809 6362 8531 9362 11477 14955 15036 15149 33401 40850 156075 179430 185319 193046
Peyton Reed,Hayley Atwell,Action Adventure Comedy Sci-Fi,Judy Greer,ant-man,T.I.,3126 6380 9715 9717 12101 159075 179430 179431 180547 229653
Francis Lawrence,Josh Hutcherson,Adventure Sci-Fi Thriller,Jennifer Lawrence,the hunger games: catching fire,Sandra Ellis Lafferty,818 1328 2136 2903 4565 6186 8570 8862 9663 9826 10349 10410 11196 11322 12380 246466
Tim Johnson,Matt Jones,Adventure Animation Comedy Family Fantasy Sci-Fi,Jim Parsons,home,April Winchell,110 1295 3530 4662 4986 6273 9663 9715 9717 11930 14796 14828 179430 179431 180547 196413 269108
Steven Spielberg,Lisa Ann Walter,Adventure Sci-Fi Thriller,Tom Cruise,war of the worlds,Rick Gonzalez,447 586 3800 4565 5600 12332 14909 207569
Michael Bay,Henry Rollins,Action Comedy Crime Thriller,Will Smith,bad boys ii,Jordi Mollà,416 529 701 1568 1666 1941 3149 3230 7963 10089 10950 12371 14819 14967 15011 15271 15483 18026 18067 155799 156117 156805 167316 219404 226380 226381
Chris Miller,Constance Marie,Action Adventure Animation Comedy Family Fantasy,Salma Hayek,puss in boots,Amy Sedaris,526 1415 3205 155573 188748
Phillip Noyce,Andre Braugher,Action Crime Mystery Thriller,Angelina Jolie Pitt,salt,August Diehl,441 470 591 1930 2106 2111 3637 4776 9748 10562 10950 11134 11322 12366 13015 14819 190654 190981
Darren Aronofsky,Emma Watson,Action Adventure Drama,Anthony Hopkins,noah,Logan Lerman,747 3036 3205 9649 12332 173272 186756 195790 210450
Steven Spielberg,Mackenzie Crook,Action Adventure Family Mystery,Toby Jones,the adventures of tintin,Tony Curran,483 1316 1454 1629 3423 6956 9717 10733 11121 12193 157036 208611
Alfonso Cuarón,Gary Oldman,Adventure Family Fantasy Mystery,Daniel Radcliffe,harry potter and the prisoner of azkaban,Rupert Grint,334 2052 2343 2921 3650 3884 4252 4379 6054 10873 12392 12564 33784 179430 229184 246466 249692
Baz Luhrmann,Bryan Brown,Adventure Drama Romance War,Essie Davis,australia,Eddie Baroo,440 1956 2752 5657 7856 9656 10360 179430 221178 229066 229067
M. Night Shyamalan,Zoë Kravitz,Action Adventure Sci-Fi,Will Smith,after earth,Glenn Morshower,4565
Eric Leighton,D.B. Sweeney,Adventure Animation Family Thriller,Alfre Woodard,dinosaur,Della Reese,843 1423 1729 3077 4803 10506 10789 12616 17985 34079 161186 166695 166958 178645 181033 183414
Matt Birch,Dave Legeno,Action Fantasy,Rupert Grint,harry potter and the deathly hallows: part ii,Ralph Ineson,1430 2343 10821 10873 177912 246466
Shawn Levy,Rami Malek,Adventure Comedy Family Fantasy,Robin Williams,night at the museum: secret of the tomb,Steve Coogan,1406 2598 5647 9682 209642
Tom McGrath,Brad Pitt,Action Animation Comedy Family Sci-Fi,J.K. Simmons,megamind,Will Ferrell,83 248 378 1308 1357 1419 1718 1919 2095 2217 2598 4127 8803 9715 11477 12193 179431 219826
Chris Columbus,Fiona Shaw,Adventure Family Fantasy,Daniel Radcliffe,harry potter and the sorcerer's stone,Verne Troyer,616 818 1441 2343 2921 3335 3650 4238 6054 10873 170362 177912 246466
Robert Schwentke,Jeff Bridges,Action Comedy Fantasy,Ryan Reynolds,r.i.p.d.,Stephanie Szostak,703 1321 4183 4668 5340 9104 9673 9748 10327 34079 162271 162846 207199
Gore Verbinski,Orlando Bloom,Action Adventure Fantasy,Johnny Depp,pirates of the caribbean: the curse of the black pearl,Jack Davenport,911 1318 1319 1321 3266 4062 4107 5744 12988 157186 160279 167861 179430 185200 224626 235626
Matt Birch,Toby Jones,Fantasy,Rupert Grint,harry potter and the deathly hallows: part i,Alfred Enoch,1430 2343 10821 10873 177912 246466
Francis Lawrence,Philip Seymour Hoffman,Adventure Sci-Fi Thriller,Jennifer Lawrence,the hunger games: mockingjay - part 1,Josh Hutcherson,818 836 4458 4565 9663 11322 18101 18249 162484 162845 165299 207569 246466
Ron Howard,Seth Gabel,Mystery Thriller,Tom Hanks,the da vinci code,Jürgen Prochnow,90 113 186 345 818 1222 2908 2966 2976 2978 4008 10410 11855 156081 161207 161507 161508 163531 173162
Carlos Saldanha,Rachel Crow,Adventure Animation Comedy Family Musical,Miguel Ferrer,rio 2,Jeffrey Garcia,2646 9663 9935 10787 33928 166103 198270 209386
Bryan Singer,Bruce Davison,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman,x-men 2,Aaron Stanford,
Justin Lin,Vin Diesel,Action Crime Thriller,Paul Walker,fast five,Dwayne Johnson,830 1812 6089 7118 9666 9777 9844 10051 10291 10562 10594 10718 11148 33885 156395 179431
Guy Ritchie,Eddie Marsan,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,sherlock holmes: a game of shadows,Paul Anderson,90 212 1752 10028 18023 207928 273074
Louis Leterrier,Jason Flemyng,Action Adventure Fantasy,Liam Neeson,clash of the titans,Alexa Davalos,2033 2035 2036 8985 10863 11624 33696 161170 161171 161172 162861 185343
Paul Verhoeven,Rachel Ticotin,Action Sci-Fi,Ronny Cox,total recall,Marshall Bell,560 769 818 836 839 848 1475 1852 3249 3388 3864 4289 4565 12190 187008 187019 187046
John McTiernan,Vladimir Kulich,Action Adventure History,Tony Curran,the 13th warrior,Clive Russell,616 1964 1975 2673 4152 5331 5475 5894 5895 6094 9758 10364 14665 14819 15001 18543 156234 234213 235499
Tony Gilroy,Scott Glenn,Action Adventure Thriller,Jeremy Renner,the bourne legacy,Stacy Keach,782 1994 5318 5729 10185 11134 11767 15219 18067 18254 181620 181623 181632 181635 181641 181644 181648 181650
Joel Schumacher,Vivica A. Fox,Action,Michael Gough,batman & robin,John Glover,848 849 851 853 9715 10452 33637 163074 255990
Ron Howard,T.J. Thyne,Comedy Family Fantasy,Clint Howard,how the grinch stole christmas,Molly Shannon,65 1441 1605 1991 5331 10744 207317
Roland Emmerich,Dennis Quaid,Action Adventure Sci-Fi Thriller,Jake Gyllenhaal,the day after tomorrow,Sela Ward,83 295 843 2210 2212 2213 2214 2215 2216 2218 2219 2220 2221 2222 2223 2224 2225 2226 2227 3693 6086 10794 12670 14728 14760 34161 189411
John Woo,Dougray Scott,Action Adventure Thriller,Tom Cruise,mission: impossible ii,Richard Roxburgh,514 591 720 1308 1418 1568 2041 2695 3269 3737 4289 6104 12965 14675 14819 18031 33705 33885 191881
Wolfgang Petersen,Mary Elizabeth Mastrantonio,Action Adventure Drama Thriller,Karen Allen,the perfect storm,Bob Gunton,3366 9672 13046 15097 168663 168669 168672 168673 168676 168678 168679 168683 210608
Tim Story,Ioan Gruffudd,Action Adventure Sci-Fi Thriller,Chris Evans,fantastic 4: rise of the silver surfer,Andre Braugher,657 720 1671 2546 3376 3800 4375 5774 6506 9663 9715 9717 9882 13027 14601 14760 15271 33456 160117 162365 175975 179102 179431 189115 202541 222915 227591
Ang Lee,Rafe Spall,Adventure Drama Fantasy,Suraj Sharma,life of pi,Tabu,1228 2580 4809 6150 7639 12971 14762 18068 18136 18153 158022 163000 163014 168683 171826 227688 242689
Mark Steven Johnson,Matt Long,Action Fantasy Thriller,Nicolas Cage,ghost rider,Peter Fonda,3684 3737 4084 5280 5452 5454 9717 15001 175428
Paul Greengrass,Riz Ahmed,Action Thriller,Matt Damon,jason bourne,Ato Essandoh,585 591 782 1200 1453 3713 9856 12361 14570 175056 176802 245718 249794
McG,Bernie Mac,Action Adventure Comedy Crime,Demi Moore,charlie's angels: full throttle,Justin Theroux,642 1308 4289
Ridley Scott,Charlize Theron,Adventure Mystery Sci-Fi,Michael Fassbender,prometheus,Sean Harris,803 9951 15285 163402 168835 181895 181900 181905 181908 186790 233300 236312
Rob Minkoff,Brad Garrett,Adventure Animation Comedy Family Fantasy,Nathan Lane,stuart little 2,Melanie Griffith,2161 2639 2646 6054 18035
Neill Blomkamp,Sharlto Copley,Action Drama Sci-Fi Thriller,Matt Damon,elysium,Alice Braga,2964 4565 156039 179823
David Twohy,Alexa Davalos,Action Adventure Sci-Fi Thriller,Vin Diesel,the chronicles of riddick,Christina Cox,378 4565 5144 9882 221654
José Padilha,Abbie Cornish,Action Crime Sci-Fi Thriller,Gary Oldman,robocop,Jennifer Ehle,679 853 1706 4565 6110 11738 12190 18021 163081 163082 184213
Lana Wachowski,Kick Gurry,Action Family Sport,Scott Porter,speed racer,Nicholas Elia,697 830 2552 18035 179431 187056
James L. Brooks,Domenick Lombardozzi,Comedy Drama Romance,Shelley Conn,how do you know,Teyonah Parris,128 1480 179430
James Mangold,Marc Blucas,Action Comedy Romance,Tom Cruise,knight and day,Jordi Mollà,470 822 1420 2101 3203 3713 4289 6399 9778 15483 33353 179431
Joseph Kosinski,Tom Cruise,Action Adventure Mystery Sci-Fi,Morgan Freeman,oblivion,Zoë Bell,1612 4565 9882 11930 18420 156395 186497 250049 270348
George Lucas,Christopher Lee,Action Adventure Fantasy Sci-Fi,Natalie Portman,star wars: episode iii - revenge of the sith,Hayden Christensen,797 10013 10629 11491 158449 160840 160946 161176 163272 163295
George Lucas,Christopher Lee,Action Adventure Fantasy Sci-Fi,Natalie Portman,star wars: episode ii - attack of the clones,Hayden Christensen,1280 1399 5340 6092 10013 10527 11491 13027 14819 14922 161176 163239 163242 163248 163252 163255 198710
Pete Docter,John Ratzenberger,Adventure Animation Comedy Family Fantasy,Steve Buscemi,"monsters, inc.",James Coburn,1299 1332 1930 3256 3289 4210 6107 6129 7939 9713 9823 12011 12392 13124 14569 18035 33465 167106 189115 204006 236560
James Mangold,Tao Okamoto,Action Adventure Sci-Fi Thriller,Hugh Jackman,the wolverine,Rila Fukushima,233 1462 1852 2504 9715 9717 10761 179431 256682
George Lucas,Liam Neeson,Action Adventure Fantasy Sci-Fi,Natalie Portman,star wars: episode i - the phantom menace,Ian McDiarmid,530 1399 2011 2063 4270 4488 6128 161176
Kirk De Micco,Emma Stone,Adventure Animation Comedy Family Fantasy,Ryan Reynolds,the croods,Nicolas Cage,9663 201947
Frédéric Forestier,Santiago Segura,Adventure Comedy Family Fantasy,Alain Delon,asterix at the olympic games,Vanessa Hessler,271 1200 1396 2070 2280 2343 2673 3035 5276 6088 6716 9717
John Woo,Roger Willie,Action Drama War,Nicolas Cage,windtalkers,Noah Emmerich,233 1956 4305 4405 4595 4950 9524 9525
Cedric Nicolas-Troyan,Sam Claflin,Action Adventure Drama Fantasy,Chris Hemsworth,the huntsman: winter's war,Charlize Theron,616 2343 2660 3205 11024 169341 191731 211392 238343
Jonathan Liebesman,Danny Woodburn,Action Adventure Comedy Sci-Fi,Noel Fisher,teenage mutant ninja turtles,Jeremy Howard,242 779 949 1701 1706 2766 4580 6362 7002 9715 9717 10278 41412 161184
Alfonso Cuarón,Basher Savage,Adventure Drama Sci-Fi Thriller,Phaldut Sharma,gravity,Amy Warren,4040 5385 6203 9882 14626 156039 191586
Roger Donaldson,Grant Heslov,Action Adventure Thriller,Jamie Renée Smith,dante's peak,Tzi Ma,720 1415 1919 2227 2669 2859 3347 3623 4663 5096 6281 7051 10084 14601 14760 158272 163398 164658 188351 208580 211215 215861 220844
Dave Green,Noel Fisher,Action Adventure Comedy Sci-Fi,Stephen Amell,teenage mutant ninja turtles: out of the shadows,Brad Garrett,380 6362 9663 9717 10278 189359
Josh Trank,Reg E. Cathey,Action Adventure Sci-Fi,Tim Blake Nelson,fantastic four,Tim Heidecker,334 380 657 1459 1618 1718 2534 2546 4375 6054 9639 9715 9717 9882 10124 14601 14760 33637 156039 158967 160117 179102 189115 227591
Shawn Levy,Rami Malek,Action Adventure Comedy Family Fantasy,Robin Williams,night at the museum,Steve Coogan,2598 4062 4225 4630 5146 5566 5647 5648 12616 15101 15252 41180 179431 209387
Brad Peyton,Ioan Gruffudd,Action Adventure Drama Thriller,Dwayne Johnson,san andreas,Archie Panjabi,387 3521 188351 189411 213895 213896 222529
Roger Spottiswoode,Colin Salmon,Action Adventure Thriller,Vincent Schiavelli,tomorrow never dies,Joe Don Baker,212 392 470 478 1774 2051 2136 2534 2954 3272 3531 3586 3587 3588 14735 41249 164713
Roland Emmerich,Adam Baldwin,Action Drama History War,Heath Ledger,the patriot,Tom Wilkinson,526 531 697 779 1402 1627 2983 3074 5600 5992 9672 10292 10364 160279 190024
Steven Soderbergh,Julia Roberts,Crime Thriller,Brad Pitt,ocean's twelve,Mini Anden,588 9663 10051 159480 159488 159496 159497
Doug Liman,Angelina Jolie Pitt,Action Comedy Crime Romance Thriller,Brad Pitt,mr. & mrs. smith,Stephanie March,258 782 1308 1328 1376 1419 2587 2708 4049 5809 6038 8438 10061 12371 14677
Robert Schwentke,Theo James,Adventure Sci-Fi Thriller,Kate Winslet,insurgent,Mekhi Phifer,818 2020 4565 9663 246466
Martin Scorsese,Adam Scott,Biography Drama,Leonardo DiCaprio,the aviator,Frances Conroy,2336 3203 5565 9094 10168 10352 33483 221446 227479 229078
Rob Letterman,Catherine Tate,Adventure Comedy Family Fantasy,James Corden,gulliver's travels,Olly Alexander,736 3691 7376 154794
Michel Gondry,Tom Wilkinson,Action Comedy Crime Sci-Fi Thriller,Christoph Waltz,the green hornet,Chad L. Coleman,258 779 782 2016 2334 4613 4728 8508 9639 9715 9748 11060 14819 15482 15483 15484
Noam Murro,Sullivan Stapleton,Action Drama Fantasy War,Eva Green,300: rise of an empire,Peter Mensah,18712 162861 179431 182677 188955 190999 195862 235617 253315
Raja Gosnell,Tim Gunn,Adventure Animation Comedy Family Fantasy,Mahadeo Shivraj,the smurfs,Madison McKinley,305 2343 9717 15072 15073 15074 15076 179431 209220
Will Finn,Roseanne Barr,Animation Comedy Family Music Western,Steve Buscemi,home on the range,G.W. Bailey,4932 5543 18165 223068
Robert Schwentke,Theo James,Action Adventure Mystery Sci-Fi Thriller,Naomi Watts,allegiant,Zoë Kravitz,818 2020 4565 9663 246466
Shawn Levy,Torey Michael Adkins,Action Drama Sci-Fi Sport,Hugh Jackman,real steel,Olga Fonda,970 1721 2964 6075 14544 166802 180574 202314
Raja Gosnell,Nancy O'Dell,Adventure Animation Comedy Family Fantasy,Jacob Tremblay,the smurfs 2,Vanessa Matsui,10244 15072
Jan de Bont,Temuera Morrison,Action Crime Romance Thriller,Jason Patric,speed 2: cruise control,Lois Chiles,1384 1422 2799 6104 10617 228194
