director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name
Alfonso Cuarón,Basher Savage,Adventure Drama Sci-Fi Thriller,Phaldut Sharma,gravity,Amy Warren
Roger Donaldson,Grant Heslov,Action Adventure Thriller,Jamie Renée Smith,dante's peak,Tzi Ma
Dave Green,Noel Fisher,Action Adventure Comedy Sci-Fi,Stephen Amell,teenage mutant ninja turtles: out of the shadows,Brad Garrett
Josh Trank,Reg E. Cathey,Action Adventure Sci-Fi,Tim Blake Nelson,fantastic four,Tim Heidecker
Shawn Levy,Rami Malek,Action Adventure Comedy Family Fantasy,Robin Williams,night at the museum,Steve Coogan
Brad Peyton,Ioan Gruffudd,Action Adventure Drama Thriller,Dwayne Johnson,san andreas,Archie Panjabi
Roger Spottiswoode,Colin Salmon,Action Adventure Thriller,Vincent Schiavelli,tomorrow never dies,Joe Don Baker
Roland Emmerich,Adam Baldwin,Action Drama History War,Heath Ledger,the patriot,Tom Wilkinson
Steven Soderbergh,Julia Roberts,Crime Thriller,Brad Pitt,ocean's twelve,Mini Anden
Doug Liman,Angelina Jolie Pitt,Action Comedy Crime Romance Thriller,Brad Pitt,mr. & mrs. smith,Stephanie March
Robert Schwentke,Theo James,Adventure Sci-Fi Thriller,Kate Winslet,insurgent,Mekhi Phifer
Martin Scorsese,Adam Scott,Biography Drama,Leonardo DiCaprio,the aviator,Frances Conroy
Rob Letterman,Catherine Tate,Adventure Comedy Family Fantasy,James Corden,gulliver's travels,Olly Alexander
Michel Gondry,Tom Wilkinson,Action Comedy Crime Sci-Fi Thriller,Christoph Waltz,the green hornet,Chad L. Coleman
Noam Murro,Sullivan Stapleton,Action Drama Fantasy War,Eva Green,300: rise of an empire,Peter Mensah
Raja Gosnell,Tim Gunn,Adventure Animation Comedy Family Fantasy,Mahadeo Shivraj,the smurfs,Madison McKinley
Will Finn,Roseanne Barr,Animation Comedy Family Music Western,Steve Buscemi,home on the range,G.W. Bailey
Robert Schwentke,Theo James,Action Adventure Mystery Sci-Fi Thriller,Naomi Watts,allegiant,Zoë Kravitz
Shawn Levy,Torey Michael Adkins,Action Drama Sci-Fi Sport,Hugh Jackman,real steel,Olga Fonda
Raja Gosnell,Nancy O'Dell,Adventure Animation Comedy Family Fantasy,Jacob Tremblay,the smurfs 2,Vanessa Matsui
Jan de Bont,Temuera Morrison,Action Crime Romance Thriller,Jason Patric,speed 2: cruise control,Lois Chiles
Gavin Hood,Moises Arias,Action Sci-Fi,Harrison Ford,ender's game,Aramis Knight
Len Wiseman,Jonathan Sadowski,Action Adventure Thriller,Bruce Willis,live free or die hard,Cyril Raffaelli
Peter Jackson,Orlando Bloom,Action Adventure Drama Fantasy,Christopher Lee,the lord of the rings: the fellowship of the ring,Billy Boyd
Frank Coraci,Steve Coogan,Action Adventure Comedy,Jim Broadbent,around the world in 80 days,Cécile De France
Michael Mann,Jada Pinkett Smith,Biography Drama Sport,Will Smith,ali,Joe Morton
Bo Welch,Kelly Preston,Adventure Comedy Family Fantasy,Sean Hayes,the cat in the hat,Spencer Breslin
Alex Proyas,Bruce Greenwood,Action Mystery Sci-Fi Thriller,Will Smith,"i, robot",Chi McBride
Ridley Scott,Orlando Bloom,Action Adventure Drama History War,Liam Neeson,kingdom of heaven,Philip Glenister
Rob Minkoff,Nathan Lane,Adventure Comedy Family Fantasy,Chazz Palminteri,stuart little,Jeffrey Jones
Ron Clements,Jenifer Lewis,Animation Family Fantasy Musical Romance,Oprah Winfrey,the princess and the frog,Anika Noni Rose
Ridley Scott,Donald Glover,Adventure Drama Sci-Fi,Matt Damon,the martian,Benedict Wong
Michael Bay,Steve Buscemi,Action Adventure Romance Sci-Fi Thriller,Scarlett Johansson,the island,Djimon Hounsou
Peter Chelsom,Warren Beatty,Comedy Romance,Del Zamora,town & country,Garry Shandling
Dominic Sena,Angelina Jolie Pitt,Action Crime Thriller,Nicolas Cage,gone in sixty seconds,Robert Duvall
Ridley Scott,Connie Nielsen,Action Drama Romance,Djimon Hounsou,gladiator,Oliver Reed
Steven Spielberg,Frank Grillo,Action Mystery Sci-Fi Thriller,Tom Cruise,minority report,Jessica Capshaw
Chris Columbus,Rupert Grint,Adventure Family Fantasy Mystery,Daniel Radcliffe,harry potter and the chamber of secrets,Emma Watson
Martin Campbell,Tobias Menzies,Action Adventure Thriller,Eva Green,casino royale,Ivana Milicevic
Tim Burton,Estella Warren,Action Adventure Sci-Fi Thriller,Cary-Hiroyuki Tagawa,planet of the apes,Erick Avari
James Cameron,Jenette Goldstein,Action Sci-Fi,Joe Morton,terminator 2: judgment day,S. Epatha Merkerson
Michael Mann,Christian Bale,Biography Crime Drama History Romance,Johnny Depp,public enemies,Stephen Graham
Ridley Scott,Ruby Dee,Biography Crime Drama,Denzel Washington,american gangster,RZA
James Cameron,Tia Carrere,Action Comedy Thriller,Jamie Lee Curtis,true lies,Tom Arnold
Tony Scott,Ramon Rodriguez,Action Crime Thriller,Denzel Washington,the taking of pelham 1 2 3,Michael Rispoli
Paul Weitz,Blythe Danner,Comedy Romance,Robert De Niro,little fockers,Teri Polo
Adam McKay,Will Ferrell,Action Comedy Crime,Dwayne Johnson,the other guys,Derek Jeter
Chuck Russell,James Coburn,Action Drama Mystery Thriller,Vanessa Williams,eraser,Roma Maffia
Quentin Tarantino,Christoph Waltz,Drama Western,Leonardo DiCaprio,django unchained,Ato Essandoh
Gary Trousdale,Jason Alexander,Animation Drama Family Musical Romance,Demi Moore,the hunchback of notre dame,Bill Fagerbakke
Mark Dindal,Wendie Malick,Adventure Animation Comedy Family Fantasy,Eartha Kitt,the emperor's new groove,John Fiedler
Simon West,Sylvester Stallone,Action Adventure Thriller,Jason Statham,the expendables 2,Bruce Willis
Jon Turteltaub,Armando Riesco,Action Adventure Comedy Family Mystery,Nicolas Cage,national treasure,Annie Parisse
Stefen Fangmeier,Ed Speleers,Action Adventure Family Fantasy,Djimon Hounsou,eragon,Gary Lewis
Spike Jonze,Ryan Corr,Adventure Drama Family Fantasy,Catherine O'Hara,where the wild things are,Max Records
Joe Wright,Cara Delevingne,Adventure Family Fantasy,Hugh Jackman,pan,Nonso Anozie
Chris Wedge,Emma Kenney,Adventure Animation Family Fantasy,Josh Hutcherson,epic,Troy Evans
Florian Henckel von Donnersmarck,Angelina Jolie Pitt,Action Romance Thriller,Johnny Depp,the tourist,Rufus Sewell
Peter Hyams,Mark Margolis,Action Fantasy Horror Mystery,CCH Pounder,end of days,Udo Kier
Edward Zwick,Djimon Hounsou,Adventure Drama Thriller,Leonardo DiCaprio,blood diamond,Stephen Collins
Martin Scorsese,Matthew McConaughey,Biography Comedy Crime Drama,Leonardo DiCaprio,the wolf of wall street,Jon Favreau
Joel Schumacher,Rene Auberjonois,Action Adventure Fantasy,Michael Gough,batman forever,Debi Mazar
Paul Verhoeven,Patrick Muldoon,Action Sci-Fi War,Jake Busey,starship troopers,Seth Gilliam
Tom Tykwer,Jim Sturgess,Drama Sci-Fi,Tom Hanks,cloud atlas,Jim Broadbent
Zack Snyder,Richard Roxburgh,Action Adventure Animation Family Fantasy,Abbie Cornish,legend of the guardians: the owls of ga'hoole,Anthony LaPaglia
Pitof,Christopher Heyerdahl,Action Crime Fantasy Romance Thriller,Frances Conroy,catwoman,Alex Borstein
Brett Ratner,Rufus Sewell,Action Adventure,Dwayne Johnson,hercules,Ingrid Bolsø Berdal
Ron Clements,Martin Short,Adventure Animation Family Sci-Fi,Joseph Gordon-Levitt,treasure planet,Michael Wincott
Brad Silberling,Anna Friel,Adventure Comedy Sci-Fi,Will Ferrell,land of the lost,Bobb'e J. Thompson
Patrick Hughes,Sylvester Stallone,Action Adventure Thriller,Jason Statham,the expendables 3,Harrison Ford
Ericson Core,Edgar Ramírez,Action Crime Sport Thriller,Ray Winstone,point break,Delroy Lindo
Lawrence Guterman,Traylor Howard,Comedy Family Fantasy,Jamie Kennedy,son of the mask,Ben Stein
Ron Howard,Benjamin Walker,Action Adventure Biography Drama History Thriller,Chris Hemsworth,in the heart of the sea,Frank Dillane
Ron Underwood,Randy Quaid,Action Comedy Sci-Fi,Rosario Dawson,the adventures of pluto nash,Burt Young
Paul Greengrass,Sean Huze,Action Drama Thriller War,Matt Damon,green zone,Igal Naor
Steve Martino,Venus Schultheis,Adventure Animation Comedy Family,Francesca Capaldi,the peanuts movie,Bill Melendez
David Mamet,Felicity Huffman,Drama Mystery Thriller,Ben Gazzara,the spanish prisoner,Campbell Scott
Stephen Sommers,Brendan Fraser,Action Adventure Fantasy Thriller,Dwayne Johnson,the mummy returns,Patricia Velasquez
Martin Scorsese,Liam Neeson,Crime Drama,Leonardo DiCaprio,gangs of new york,Jim Broadbent
Yimou Zhang,Ni Ni,Drama History Romance War,Christian Bale,the flowers of war,Shigeo Kobayashi
Ash Brannon,Zooey Deschanel,Animation Comedy Family Sport,Jeff Bridges,surf's up,Jon Heder
Frank Oz,Matthew Broderick,Comedy Sci-Fi Thriller,Jon Lovitz,the stepford wives,Roger Bart
Ridley Scott,Sam Shepard,Drama History War,Ioan Gruffudd,black hawk down,Ewen Bremner
Jay Roach,Thomas Middleditch,Comedy,Will Ferrell,the campaign,Katherine LaNasa
Luc Besson,Bruce Willis,Action Adventure Sci-Fi,Milla Jovovich,the fifth element,Gary Oldman
Michael Patrick King,Liza Minnelli,Comedy Drama Romance,Chris Noth,sex and the city 2,Kristin Davis
Bibo Bergeron,Rosie Perez,Adventure Animation Comedy Family Romance,Frank Welker,the road to el dorado,Elton John
Steve Martino,Josh Gad,Adventure Animation Comedy Family,Peter Dinklage,ice age: continental drift,Drake
Kenneth Branagh,Derek Jacobi,Drama Family Fantasy Romance,Hayley Atwell,cinderella,Lily James
Peter Jackson,AJ Michalka,Drama Fantasy Thriller,Michael Imperioli,the lovely bones,Tom McCarthy
Andrew Stanton,Stephen Root,Adventure Animation Comedy Family,Alexander Gould,finding nemo,Brad Garrett
Peter Jackson,Billy Boyd,Action Adventure Drama Fantasy,Orlando Bloom,the lord of the rings: the return of the king,Bernard Hill
Peter Jackson,Orlando Bloom,Action Adventure Drama Fantasy,Christopher Lee,the lord of the rings: the two towers,Billy Boyd
Sergey Bodrov,Djimon Hounsou,Action Adventure Fantasy,Jeff Bridges,seventh son,Olivia Williams
Simon West,Noah Taylor,Action Adventure Fantasy Thriller,Angelina Jolie Pitt,lara croft: tomb raider,Chris Barrie
Wally Pfister,Morgan Freeman,Drama Mystery Romance Sci-Fi Thriller,Johnny Depp,transcendence,Clifton Collins Jr.
Joe Johnston,Trevor Morgan,Action Adventure Sci-Fi Thriller,Michael Jeter,jurassic park iii,Alessandro Nivola
Rupert Wyatt,David Oyelowo,Action Drama Sci-Fi Thriller,James Franco,rise of the planet of the apes,Tyler Labine
Mark Waters,Tod Fennell,Adventure Family Fantasy,Martin Short,the spiderwick chronicles,Joan Plowright
John Moore,Cole Hauser,Action Thriller,Bruce Willis,a good day to die hard,Megalyn Echikunwoke
John Lee Hancock,Marc Blucas,Drama History War Western,Dennis Quaid,the alamo,Jordi Mollà
Brad Bird,Craig T. Nelson,Action Adventure Animation Family,Holly Hunter,the incredibles,Lou Romano
Renny Harlin,Frank Langella,Action Adventure Comedy,Christopher Masterson,cutthroat island,Matthew Modine
Chris Columbus,Rosario Dawson,Adventure Family Fantasy,Logan Lerman,percy jackson & the olympians: the lightning thief,Steve Coogan
Barry Sonnenfeld,Rip Torn,Adventure Comedy Family Mystery Sci-Fi,Will Smith,men in black,Linda Fiorentino
John Lasseter,John Ratzenberger,Adventure Animation Comedy Family Fantasy,Tom Hanks,toy story 2,Wayne Knight
Tony Scott,Rosario Dawson,Action Thriller,Denzel Washington,unstoppable,Ethan Suplee
Brett Ratner,John Lone,Action Comedy Crime Thriller,Mei Melançon,rush hour 2,Harris Yulin
Robert Zemeckis,Amber Valletta,Drama Fantasy Horror Mystery Thriller,Harrison Ford,what lies beneath,Miranda Otto
Phil Lord,Bobb'e J. Thompson,Animation Comedy Family Sci-Fi,Will Forte,cloudy with a chance of meatballs,Al Roker
Carlos Saldanha,Maile Flanagan,Action Adventure Animation Comedy Family,Denis Leary,ice age: dawn of the dinosaurs,Kelly Keaton
Ben Stiller,Adrian Martinez,Adventure Comedy Drama Fantasy Romance,Adam Scott,the secret life of walter mitty,Joey Slotnick
McG,LL Cool J,Action Adventure Comedy Crime Thriller,Bill Murray,charlie's angels,Kelly Lynch
Martin Scorsese,Matt Damon,Crime Drama Thriller,Leonardo DiCaprio,the departed,Ray Winstone
Tony Bancroft,Harvey Fierstein,Adventure Animation Family Fantasy Musical War,Ming-Na Wen,mulan,June Foray
Ben Stiller,Steve Coogan,Action Comedy,Robert Downey Jr.,tropic thunder,Brandon T. Jackson
David Fincher,Goran Visnjic,Crime Drama Mystery Thriller,Robin Wright,the girl with the dragon tattoo,Joely Richardson
John McTiernan,Aldis Hodge,Action Adventure Thriller,Bruce Willis,die hard with a vengeance,Kevin Chamberlin
Guy Ritchie,Eddie Marsan,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,sherlock holmes,Robert Maillet
Timur Bekmambetov,Ayelet Zurer,Adventure Drama History,Morgan Freeman,ben-hur,Moises Arias
Gary Trousdale,Jim Varney,Action Adventure Animation Family Fantasy Sci-Fi,Leonard Nimoy,atlantis: the lost empire,Cree Summer
Walt Becker,Joshua Mikel,Adventure Animation Comedy Family Fantasy Music,Bella Thorne,alvin and the chipmunks: the road chip,Jesse McCartney
Bryan Singer,Tom Wilkinson,Drama History Thriller War,Tom Cruise,valkyrie,Thomas Kretschmann
Dennis Dugan,Sayed Badreya,Action Comedy,Adam Sandler,you don't mess with the zohan,Kevin Nealon
Chris Columbus,Adam Sandler,Action Animation Comedy Sci-Fi,Peter Dinklage,pixels,Josh Gad
Steven Spielberg,William Hurt,Adventure Drama Sci-Fi,Haley Joel Osment,a.i. artificial intelligence,Kevin Sussman
Rob Minkoff,Rachael Harris,Comedy Family Fantasy Horror Mystery,Marsha Thomason,the haunted mansion,Marc John Jefferies
Robert Zemeckis,Tom Skerritt,Drama Mystery Sci-Fi Thriller,Matthew McConaughey,contact,Larry King
Paul Verhoeven,Kim Dickens,Action Horror Sci-Fi Thriller,Greg Grunberg,hollow man,Joey Slotnick
Sydney Pollack,George Harris,Crime Mystery Thriller,Curtiss Cook,the interpreter,Michael Wright
Thor Freudenthal,Leven Rambin,Adventure Family Fantasy,Logan Lerman,percy jackson: sea of monsters,Brandon T. Jackson
Jan de Bont,Angelina Jolie Pitt,Action Adventure Fantasy,Gerard Butler,lara croft tomb raider: the cradle of life,Djimon Hounsou
Jon M. Chu,Morgan Freeman,Action Adventure Comedy Crime Mystery Thriller,Daniel Radcliffe,now you see me 2,Sanaa Lathan
Phillip Noyce,Michael Byrne,Action Adventure Romance Sci-Fi Thriller,Alun Armstrong,the saint,Velibor Topic
Tony Scott,Stephen Dillane,Action Crime Thriller,Brad Pitt,spy game,Catherine McCormack
Brian De Palma,Connie Nielsen,Adventure Sci-Fi Thriller,Don Cheadle,mission to mars,Kim Delaney
Carlos Saldanha,Wanda Sykes,Adventure Animation Comedy Family Musical,Anne Hathaway,rio,Will.i.am
Chris Columbus,Oliver Platt,Comedy Drama Sci-Fi,Robin Williams,bicentennial man,John Michael Higgins
Mick Jackson,Anne Heche,Action Drama Sci-Fi Thriller,Don Cheadle,volcano,Gaby Hoffmann
Alan J. Pakula,Brad Pitt,Action Crime Drama Thriller,Harrison Ford,the devil's own,Natascha McElhone
Kathryn Bigelow,Christian Camargo,Drama History Thriller War,Liam Neeson,k-19: the widowmaker,Lex Shrapnel
Josh Trank,Reg E. Cathey,Action Adventure Sci-Fi,Tim Blake Nelson,fantastic four,Tim Heidecker
John Milius,Mako,Adventure Fantasy,William Smith,conan the barbarian,Sandahl Bergman
Ron Howard,Bruce McGill,Biography Drama Sport,Paddy Considine,cinderella man,Rosemarie DeWitt
Andrey Konchalovskiy,Nathan Lane,Action Family Fantasy Musical,Shirley Henderson,the nutcracker in 3d,Richard E. Grant
Gary Ross,Michael Angarano,Drama History Sport,Jeff Bridges,seabiscuit,Michael O'Neill
Jan de Bont,Alan Ruck,Action Adventure Drama Thriller,Philip Seymour Hoffman,twister,Jami Gertz
Rob Cohen,Vin Diesel,Action Crime Thriller,Paul Walker,the fast and the furious,Jordana Brewster
Robert Zemeckis,Paul Sanchez,Adventure Drama Romance,Tom Hanks,cast away,Nick Searcy
George Miller,Hugh Jackman,Animation Comedy Family Music Romance,Robin Williams,happy feet,Elizabeth Daily
Paul Greengrass,Joan Allen,Action Mystery Thriller,Matt Damon,the bourne supremacy,Oksana Akinshina
Wolfgang Petersen,Gary Oldman,Action Adventure Drama Thriller,Harrison Ford,air force one,Dean Stockwell
Steven Soderbergh,Bernie Mac,Crime Thriller,Brad Pitt,ocean's eleven,Elliott Gould
Paul W.S. Anderson,Logan Lerman,Action Adventure Romance,Milla Jovovich,the three musketeers,Orlando Bloom
Genndy Tartakovsky,Adam Sandler,Animation Comedy Family Fantasy,Steve Buscemi,hotel transylvania,Jon Lovitz
Kevin Lima,Teala Dunn,Animation Comedy Family Fantasy Musical Romance,Jeff Bennett,enchanted,Fred Tatasciore
Daniel Espinosa,Ryan Reynolds,Action Crime Mystery Thriller,Denzel Washington,safe house,Sam Shepard
Kevin Lima,Eric Idle,Adventure Comedy Family,Ioan Gruffudd,102 dalmatians,Jim Carter
Brett Ratner,Gabourey Sidibe,Action Comedy Crime,Matthew Broderick,tower heist,Judd Hirsch
Nancy Meyers,Rufus Sewell,Comedy Romance,Kate Winslet,the holiday,Sarah Parish
Tony Scott,Jake Busey,Action Crime Drama Mystery Thriller,Will Smith,enemy of the state,Lisa Bonet
Nancy Meyers,Hunter Parrish,Comedy Drama Romance,Meryl Streep,it's complicated,Zoe Kazan
Steven Soderbergh,Matt Damon,Crime Thriller,Al Pacino,ocean's thirteen,Brad Pitt
Roger Allers,Debra Messing,Adventure Animation Comedy Family,Jon Favreau,open season,Jane Krakowski
Neil Burger,Theo James,Adventure Mystery Sci-Fi,Kate Winslet,divergent,Mekhi Phifer
Jean-Jacques Annaud,Gabriel Thomson,Drama History War,Bob Hoskins,enemy at the gates,Clemens Schick
Peter Berg,Rosario Dawson,Action Adventure Comedy Thriller,Dwayne Johnson,the rundown,Ewen Bremner
John McTiernan,Tom Noonan,Action Adventure Comedy Fantasy,F. Murray Abraham,last action hero,Joan Plowright
Rob Marshall,Mako,Drama Romance,Li Gong,memoirs of a geisha,Karl Yune
Justin Lin,Zachery Ty Bryan,Action Crime Thriller,Amber Stevens West,the fast and the furious: tokyo drift,Nikki Griffin
Sarah Smith,Imelda Staunton,Adventure Animation Comedy Family Fantasy,Jim Broadbent,arthur christmas,Michael Palin
Martin Brest,Brad Pitt,Drama Fantasy Romance,Anthony Hopkins,meet joe black,Jake Weber
Andrew Davis,Rick Worthy,Action Drama Thriller,Raymond Cruz,collateral damage,Jsu Garcia
Bob Fosse,Ben Vereen,Comedy Drama Music Musical,Roy Scheider,all that jazz,Max Wright
Tarsem Singh,Nathan Lane,Adventure Comedy Drama Family Fantasy,Julia Roberts,mirror mirror,Danny Woodburn
Edgar Wright,Kieran Culkin,Action Comedy Fantasy Romance,Anna Kendrick,scott pilgrim vs. the world,Ellen Wong
Jon Amiel,Tchéky Karyo,Action Adventure Sci-Fi Thriller,Glenn Morshower,the core,Rekha Sharma
Peter Segal,Janet Jackson,Comedy Romance Sci-Fi,Larry Miller,nutty professor ii: the klumps,Chris Elliott
Raja Gosnell,Linda Cardellini,Adventure Comedy Mystery,Sarah Michelle Gellar,scooby-doo,Miguel A. Núñez Jr.
Pete Travis,Jason Cope,Action Sci-Fi,Wood Harris,dredd,Rakie Ayola
Frank Coraci,Cameron Monaghan,Comedy Drama Fantasy Romance,Adam Sandler,click,Julie Kavner
George A. Romero,Hal Holbrook,Comedy Fantasy Horror,Ted Danson,creepshow,Adrienne Barbeau
Brad Peyton,Sean Hayes,Action Comedy Family Fantasy,Jack McBrayer,cats & dogs: the revenge of kitty galore,Katt Williams
Doug Liman,Hayden Christensen,Action Adventure Sci-Fi Thriller,Kristen Stewart,jumper,Tom Hulce
Guillermo del Toro,Iván Kamarás,Action Adventure Fantasy Horror Sci-Fi,Seth MacFarlane,hellboy ii: the golden army,Brian Steele
David Fincher,Jake Gyllenhaal,Crime Drama History Mystery Thriller,Robert Downey Jr.,zodiac,Anthony Edwards
Roger Spottiswoode,Michael Rapaport,Action Mystery Sci-Fi Thriller,Robert Duvall,the 6th day,Tony Goldwyn
Tom Shadyac,Steve Carell,Comedy Drama,Morgan Freeman,bruce almighty,Lisa Ann Walter
Sylvester Stallone,Sylvester Stallone,Action Adventure Thriller,Jason Statham,the expendables,Jet Li
Brian De Palma,Kristin Scott Thomas,Action Adventure Thriller,Tom Cruise,mission: impossible,Vanessa Redgrave
