movie_title,recommend
the legend of tarzan,"['george of the jungle', 'arn: the knight templar', 'the diary of a teenage girl', 'i dreamed of africa', 'snakes on a plane', 'the bounty', 'flyboys', 'water for elephants', 'quigley down under', '55 days at peking', 'The Aftermath', 'the prisoner of zenda', 'The Babymoon', 'spectre', 'virgin territory', 'rapa nui', 'the twilight saga: eclipse', 'the last of the mohicans', 'fled', 'agent cody banks 2: destination london', 'straw dogs']"
"the chronicles of narnia: the lion, the witch and the wardrobe","['the chronicles of narnia: prince caspian', 'the chronicles of narnia: the voyage of the dawn treader', ""harry potter and the sorcerer's stone"", 'eragon', 'the borrowers', 'the little vampire', 'the wizard of oz', 'the neverending story', 'ramona and beezus', 'percy jackson: sea of monsters', 'bridge to terabithia', 'oz the great and powerful', 'percy jackson & the olympians: the lightning thief', 'alice through the looking glass', 'the boxtrolls', ""Mary and the Witch's Flower"", 'shrek', 'arthur christmas', 'shrek 2', 'harry potter and the half-blood prince', 'the cat in the hat']"
x-men: apocalypse,"['x-men', 'x-men: days of future past', 'x-men: first class', 'Dark Phoenix', 'x-men: the last stand', 'Justice League', 'superman returns', 'the wolverine', 'x-men origins: wolverine', 'man of steel', 'the avengers', 'green lantern', 'doom', 'batman v superman: dawn of justice', 'avengers: age of ultron', 'iron man 3', 'guardians of the galaxy', 'Logan', 'captain america: civil war', 'captain america: the winter soldier', 'ant-man']"
the dark knight,"['batman begins', 'the dark knight rises', 'batman & robin', 'unleashed', 'red', 'kick-ass 2', 'batman v superman: dawn of justice', 'batman returns', 'doomsday', 'flight', 'batman: the dark knight returns, part 2', 'man of steel', 'superman', 'public enemies', 'Vice', 'Joker', 'now you see me 2', 'war', 'harsh times', 'green lantern', 'wanted']"
up,"['cars', ""a bug's life"", 'toy story 2', 'toy story 3', 'cars 2', 'monsters, inc.', 'wall·e', 'inside out', 'toy story', 'Ralph Breaks the Internet', 'free birds', 'winnie the pooh', 'space dogs', 'doogal', 'Sherlock Gnomes', ""the emperor's new groove"", 'monsters vs. aliens', 'aliens in the attic', 'dragon hunters', 'the road to el dorado', 'the pirates! band of misfits']"
monsters vs. aliens,"['mars needs moms', 'chicken little', 'zathura: a space adventure', 'free birds', 'g-force', 'planet 51', 'the iron giant', 'jimmy neutron: boy genius', 'aliens in the attic', 'zoom', 'journey 2: the mysterious island', 'titan a.e.', 'inspector gadget', 'men in black 3', 'winnie the pooh', 'minions', 'escape from planet earth', 'robots', 'paul', 'spy kids: all the time in the world in 4d', 'teenage mutant ninja turtles iii']"
iron man,"['iron man 2', 'iron man 3', 'captain america: civil war', 'the avengers', 'avengers: age of ultron', 'made', 'guardians of the galaxy', 'zathura: a space adventure', 'captain america: the winter soldier', 'ant-man', 'Guardians of the Galaxy Vol. 2', 'captain america: the first avenger', 'Thor: Ragnarok', 'Avengers: Infinity War', 'deep impact', 'Justice League', 'Spider-Man: Far From Home', 'the core', 'deadpool', 'x-men: apocalypse', 'x-men']"
hugo,"['the golden compass', 'the 5th wave', 'bolt', 'if i stay', 'holes', 'charlie and the chocolate factory', 'the poker house', 'the jungle book', 'Greta', 'the departed', 'edge of darkness', 'let me in', 'carrie', 'the amityville horror', 'harry potter and the goblet of fire', 'the adventurer: the curse of the midas box', 'hoot', 'The Miseducation of Cameron Post', 'paper towns', 'dark shadows', 'extremely loud & incredibly close']"
wild wild west,"['men in black 3', 'men in black ii', 'after earth', 'spy kids 3-d: game over', 'bandidas', 'men in black', 'suicide squad', 'sky captain and the world of tomorrow', 'the specials', 'independence day', 'the watch', 'inspector gadget', 'after the sunset', 'here comes the boom', 'megaforce', 'i am legend', 'megiddo: the omega code 2', 'i, robot', 'cloudy with a chance of meatballs 2', 'blast from the past', 'the ice pirates']"
the mummy: tomb of the dragon emperor,"['the mummy returns', 'the forbidden kingdom', 'the scorpion king', 'The Mummy', 'stealth', 'xxx', 'highlander', 'the one', 'Escape Room', 'journey to the center of the earth', 'alex cross', 'lethal weapon 4', 'inkheart', 'romeo must die', 'light from the darkroom', 'dragonball: evolution', 'unleashed', 'final destination', 'Vamps', 'the shadow', 'a nightmare on elm street 3: dream warriors']"
suicide squad,"['after earth', 'batman v superman: dawn of justice', 'inspector gadget', 'men in black 3', 'Justice League', 'wild wild west', 'man of steel', 'deadpool', 'green lantern', 'steamboy', 'superhero movie', 'agent cody banks 2: destination london', 'zoom', 'the specials', 'ant-man', 'astro boy', 'Guardians of the Galaxy Vol. 2', 'galaxy quest', 'superman returns', 'men in black ii', 'megamind']"
evan almighty,"['bruce almighty', 'the lego movie', 'dr. dolittle 2', 'the boxtrolls', 'despicable me 2', 'minions', 'night at the museum: battle of the smithsonian', 'ramona and beezus', 'despicable me', 'the incredible burt wonderstone', 'The Boss Baby', 'Rufus 2', 'toy story 3', 'mars needs moms', 'cats & dogs: the revenge of kitty galore', 'dinner for schmucks', 'the crocodile hunter: collision course', 'home on the range', 'over the hedge', 'free birds', 'alexander and the terrible, horrible, no good, very bad day']"
edge of tomorrow,"['independence day: resurgence', 'the 5th wave', 'war of the worlds', 'oblivion', 'jumper', 'mars needs moms', 'after earth', 'titan a.e.', 'independence daysaster', 'Rakka', 'terminator genisys', 'battlefield earth', 'the host', 'independence day', 'megiddo: the omega code 2', 'mad max: fury road', 'predators', 'final fantasy: the spirits within', 'race to witch mountain', '9', 'monsters vs. aliens']"
waterworld,"['x-men origins: wolverine', 'the 5th wave', 'zoom', 'x-men: the last stand', 'escape from l.a.', 'resident evil: extinction', 'the saint', 'the wolverine', 'teenage mutant ninja turtles ii: the secret of the ooze', 'underworld: rise of the lycans', 'stealth', 'the core', 'megiddo: the omega code 2', 'x-men: days of future past', 'mad max: fury road', 'green lantern', 'the omega code', '9', 'the chronicles of riddick', 'the postman', 'Transformers: The Last Knight']"
g.i. joe: the rise of cobra,"['g.i. joe: retaliation', 'lockout', 'joe', 'inception', 'looper', 'the day after tomorrow', 'the wraith', 'lost in space', 'pandorum', 'sin city: a dame to kill for', 'deep rising', 'destiny', 'the saint', 'star trek v: the final frontier', 'dragonball: evolution', 'the hunger games: catching fire', 'stealth', 'the core', 'megiddo: the omega code 2', 'the spy who loved me', 'iron man 2']"
inside out,"['free birds', 'monsters vs. aliens', 'alvin and the chipmunks: chipwrecked', 'alvin and the chipmunks: the squeakquel', 'rise of the guardians', 'up', 'Toy Story 4', 'The Guardians', 'arthur christmas', 'stuart little 2', 'puss in boots', 'hoodwinked too! hood vs. evil', 'The Addams Family', 'monsters, inc.', 'the boxtrolls', 'the brave little toaster', 'thunder and the house of magic', 'thomas and the magic railroad', 'Smurfs: The Lost Village', 'The Dragon Spell', 'bolt']"
the jungle book,"['the spongebob squarepants movie', 'iron man 2', 'the jungle book 2', ""A Dog's Purpose"", 'made', 'zathura: a space adventure', 'city of ember', ""pete's dragon"", 'Smallfoot', 'bolt', ""legends of oz: dorothy's return"", 'thomas and the magic railroad', 'anastasia', 'fantastic mr. fox', 'i married a strange person!', 'babe: pig in the city', 'oliver!', 'shrek forever after', 'annie', 'the hunchback of notre dame', 'the golden compass']"
iron man 2,"['iron man', 'iron man 3', 'captain america: civil war', 'the avengers', 'avengers: age of ultron', 'captain america: the winter soldier', 'made', 'guardians of the galaxy', 'zathura: a space adventure', 'ant-man', 'Guardians of the Galaxy Vol. 2', 'captain america: the first avenger', 'Thor: Ragnarok', 'Avengers: Infinity War', 'batman v superman: dawn of justice', 'deep impact', 'Justice League', 'Spider-Man: Far From Home', 'the core', 'the jungle book', 'deadpool']"
snow white and the huntsman,"[""the huntsman: winter's war"", 'the twilight saga: new moon', 'the twilight saga: eclipse', 'cinderella', 'Frozen II', 'mirror mirror', 'maleficent', 'thor: the dark world', 'thor', 'puss in boots', 'zathura: a space adventure', 'frozen', 'baahubali: the beginning', 'Thor: Ragnarok', 'harry potter and the chamber of secrets', 'into the woods', 'harry potter and the deathly hallows: part ii', 'Wonder Woman', 'epic', 'dragon wars: d-war', 'highlander']"
maleficent,"['Maleficent: Mistress of Evil', 'by the sea', 'shark tale', 'kung fu panda 2', 'cinderella', 'lara croft: tomb raider', 'wanted', 'the adventures of sharkboy and lavagirl 3-d', 'snow white and the huntsman', 'kung fu panda 3', 'the tourist', 'lara croft tomb raider: the cradle of life', 'puss in boots', 'george of the jungle', 'alexander', 'The Nutcracker and the Four Realms', 'tangled', 'spider-man', 'sinbad: legend of the seven seas', 'beyond borders', 'mr. & mrs. smith']"
dawn of the planet of the apes,"['War for the Planet of the Apes', 'rise of the planet of the apes', 'battle for the planet of the apes', 'jurassic world', 'the hunger games', 'terminator genisys', 'elysium', 'the book of eli', '9', 'after earth', 'allegiant', 'lost in space', 'beneath the planet of the apes', 'titan a.e.', 'def-con 4', 'the specials', 'tomorrowland', 'ant-man', 'escape from l.a.', 'battlefield earth', 'resident evil: afterlife']"
the lovers,"['independence day: resurgence', 'the saint', 'the ice pirates', 'agent cody banks 2: destination london', 'after earth', 'Moontrap: Target Earth', 'howard the duck', 'the time machine', 'zoom', 'destiny', 'deadpool', 'the host', '2012', 'independence day', 'inspector gadget', 'the island', 'predators', 'jupiter ascending', 'stealth', 'the core', 'a sound of thunder']"
47 ronin,"['ronin', 'the phantom', 'showdown in little tokyo', 'elektra', 'the art of war', 'little boy', 'mortal kombat', 'baahubali: the beginning', 'space battleship yamato', 'planet of the apes', 'teenage mutant ninja turtles iii', 'speed', 'stargate: the ark of truth', 'the masked saint', 'godzilla 2000', 'the last time i committed suicide', 'vampires', ""hachi: a dog's tale"", 'the legend of suriyothai', 'the last emperor', 'sweet november']"
captain america: the winter soldier,"['captain america: civil war', 'the avengers', 'captain america: the first avenger', 'avengers: age of ultron', 'ant-man', 'Guardians of the Galaxy Vol. 2', 'thor: the dark world', 'iron man 2', 'Thor: Ragnarok', 'guardians of the galaxy', 'thor', 'Avengers: Infinity War', 'iron man 3', 'Justice League', 'deadpool', 'iron man', 'x-men origins: wolverine', 'the wolverine', 'Avengers: Endgame', 'x-men: apocalypse', 'x-men']"
shrek forever after,"['alvin and the chipmunks: chipwrecked', 'doogal', 'The Lego Movie 2: The Second Part', 'the brave little toaster', 'thunder and the house of magic', 'The Dragon Spell', 'jonah: a veggietales movie', 'the smurfs 2', 'the croods', 'legend of kung fu rabbit', 'cloudy with a chance of meatballs 2', 'the spongebob movie: sponge out of water', 'the spongebob squarepants movie', 'Sherlock Gnomes', 'stuart little 2', 'the wild thornberrys movie', 'dragon hunters', 'puss in boots', 'hop', 'the ant bully', ""the pirates who don't do anything: a veggietales movie""]"
tomorrowland,"['zoom', 'robots', 'journey 2: the mysterious island', 'the specials', 'the iron giant', 'captain america: civil war', 'ant-man', 'inspector gadget', 'oblivion', 'steamboy', 'monsters vs. aliens', 'the postman', 'congo', 'wing commander', 'spy kids: all the time in the world in 4d', 'teenage mutant ninja turtles iii', ""the world's end"", 'jurassic world', 'world war z', 'dawn of the planet of the apes', 'transformers: age of extinction']"
big hero 6,"['big', 'hero', 'the iron giant', 'titan a.e.', 'astro boy', 'spy kids', 'aqua teen hunger force colon movie film for theaters', 'jimmy neutron: boy genius', 'monsters vs. aliens', 'robots', 'george of the jungle', 'agent cody banks 2: destination london', 'pokémon 3: the movie', 'iron man 3', 'space chimps', 'the rugrats movie', 'inspector gadget', 'lilo & stitch', '3 ninjas kick back', 'wall·e', 'g-force']"
wreck-it ralph,"['Ralph Breaks the Internet', 'monsters vs. aliens', 'space chimps', 'cats & dogs: the revenge of kitty galore', 'wall·e', 'g-force', 'looney tunes: back in action', 'planet 51', 'winnie the pooh', 'minions', 'mars needs moms', 'chicken little', 'wanderlust', 'gentlemen broncos', 'cars 2', 'robots', 'aliens in the attic', 'Win It All', 'home', 'the nut job', 'the pirates! band of misfits']"
the polar express,"['the spongebob movie: sponge out of water', 'rise of the guardians', 'Toy Story 4', 'arthur christmas', 'toy story 3', 'yogi bear', 'the good dinosaur', 'elf', 'a christmas carol', 'cast away', 'The Guardians', 'toy story 2', 'the nut job', 'toy story', ""legends of oz: dorothy's return"", 'thunder and the house of magic', 'thomas and the magic railroad', 'The Dragon Spell', 'the chronicles of narnia: prince caspian', 'the santa clause', 'Early Man']"
independence day: resurgence,"['independence day', 'the 5th wave', 'the day after tomorrow', '2012', 'mars needs moms', 'the lovers', 'monsters vs. aliens', 'edge of tomorrow', 'transformers: age of extinction', 'transformers', 'stargate: the ark of truth', 'star trek into darkness', 'titan a.e.', 'zathura: a space adventure', 'after earth', 'Moontrap: Target Earth', 'men in black 3', 'howard the duck', 'the time machine', 'zoom', 'destiny']"
how to train your dragon,"['train', 'how to train your dragon 2', 'How to Train Your Dragon: The Hidden World', 'The Dragon Spell', ""dragon nest: warriors' dawn"", 'return to never land', 'winnie the pooh', ""a warrior's tail"", 'epic', ""legend of the guardians: the owls of ga'hoole"", 'stuart little 2', 'the neverending story', 'dragon hunters', 'lilo & stitch', 'shrek the third', 'the secret of kells', 'the magic sword: quest for camelot', 'Toy Story 4', ""legends of oz: dorothy's return"", 'pinocchio', 'thunder and the house of magic']"
