director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name
Jonathan Liebesman,Danny Woodburn,Action Adventure Comedy Sci-Fi,Noel Fisher,teenage mutant ninja turtle,Jeremy Howard
Alfonso Cuarón,Basher Savage,Adventure Drama Sci-Fi Thriller,Phaldut Sharma,gravit,Amy Warren
Roger Donaldson,Grant Heslov,Action Adventure Thriller,Jamie Renée Smith,dante's pea,Tzi Ma
Dave Green,Noel Fisher,Action Adventure Comedy Sci-Fi,Stephen Amell,teenage mutant ninja turtles: out of the shadow,Brad Garrett
Josh Trank,Reg E. Cathey,Action Adventure Sci-Fi,Tim Blake Nelson,fantastic fou,Tim Heidecker
Shawn Levy,Rami Malek,Action Adventure Comedy Family Fantasy,Robin Williams,night at the museu,Steve Coogan
Brad Peyton,Ioan Gruffudd,Action Adventure Drama Thriller,Dwayne Johnson,san andrea,Archie Panjabi
Roger Spottiswoode,Colin Salmon,Action Adventure Thriller,Vincent Schiavelli,tomorrow never die,Joe Don Baker
Roland Emmerich,Adam Baldwin,Action Drama History War,Heath Ledger,the patrio,Tom Wilkinson
Steven Soderbergh,Julia Roberts,Crime Thriller,Brad Pitt,ocean's twelv,Mini Anden
Doug Liman,Angelina Jolie Pitt,Action Comedy Crime Romance Thriller,Brad Pitt,mr. & mrs. smit,Stephanie March
Robert Schwentke,Theo James,Adventure Sci-Fi Thriller,Kate Winslet,insurgen,Mekhi Phifer
Martin Scorsese,Adam Scott,Biography Drama,Leonardo DiCaprio,the aviato,Frances Conroy
Rob Letterman,Catherine Tate,Adventure Comedy Family Fantasy,James Corden,gulliver's travel,Olly Alexander
Michel Gondry,Tom Wilkinson,Action Comedy Crime Sci-Fi Thriller,Christoph Waltz,the green horne,Chad L. Coleman
,Dirk Benedict,Action Adventure Crime,George Peppard,the a-team           ,Dwight Schultz
Noam Murro,Sullivan Stapleton,Action Drama Fantasy War,Eva Green,300: rise of an empir,Peter Mensah
Raja Gosnell,Tim Gunn,Adventure Animation Comedy Family Fantasy,Mahadeo Shivraj,the smurf,Madison McKinley
Will Finn,Roseanne Barr,Animation Comedy Family Music Western,Steve Buscemi,home on the rang,G.W. Bailey
Robert Schwentke,Theo James,Action Adventure Mystery Sci-Fi Thriller,Naomi Watts,allegian,Zoë Kravitz
Shawn Levy,Torey Michael Adkins,Action Drama Sci-Fi Sport,Hugh Jackman,real stee,Olga Fonda
Raja Gosnell,Nancy O'Dell,Adventure Animation Comedy Family Fantasy,Jacob Tremblay,the smurfs ,Vanessa Matsui
Jan de Bont,Temuera Morrison,Action Crime Romance Thriller,Jason Patric,speed 2: cruise contro,Lois Chiles
Gavin Hood,Moises Arias,Action Sci-Fi,Harrison Ford,ender's gam,Aramis Knight
Len Wiseman,Jonathan Sadowski,Action Adventure Thriller,Bruce Willis,live free or die har,Cyril Raffaelli
Peter Jackson,Orlando Bloom,Action Adventure Drama Fantasy,Christopher Lee,the lord of the rings: the fellowship of the rin,Billy Boyd
Frank Coraci,Steve Coogan,Action Adventure Comedy,Jim Broadbent,around the world in 80 day,Cécile De France
Michael Mann,Jada Pinkett Smith,Biography Drama Sport,Will Smith,al,Joe Morton
Bo Welch,Kelly Preston,Adventure Comedy Family Fantasy,Sean Hayes,the cat in the ha,Spencer Breslin
Alex Proyas,Bruce Greenwood,Action Mystery Sci-Fi Thriller,Will Smith,"i, robo",Chi McBride
Ridley Scott,Orlando Bloom,Action Adventure Drama History War,Liam Neeson,kingdom of heave,Philip Glenister
Rob Minkoff,Nathan Lane,Adventure Comedy Family Fantasy,Chazz Palminteri,stuart littl,Jeffrey Jones
Ron Clements,Jenifer Lewis,Animation Family Fantasy Musical Romance,Oprah Winfrey,the princess and the fro,Anika Noni Rose
Ridley Scott,Donald Glover,Adventure Drama Sci-Fi,Matt Damon,the martia,Benedict Wong
Christopher Barnard,unknown,Comedy,Mathew Buck,"10,000 b.c.           ",unknown
Michael Bay,Steve Buscemi,Action Adventure Romance Sci-Fi Thriller,Scarlett Johansson,the islan,Djimon Hounsou
Peter Chelsom,Warren Beatty,Comedy Romance,Del Zamora,town & countr,Garry Shandling
Dominic Sena,Angelina Jolie Pitt,Action Crime Thriller,Nicolas Cage,gone in sixty second,Robert Duvall
Ridley Scott,Connie Nielsen,Action Drama Romance,Djimon Hounsou,gladiato,Oliver Reed
Steven Spielberg,Frank Grillo,Action Mystery Sci-Fi Thriller,Tom Cruise,minority repor,Jessica Capshaw
Chris Columbus,Rupert Grint,Adventure Family Fantasy Mystery,Daniel Radcliffe,harry potter and the chamber of secret,Emma Watson
Martin Campbell,Tobias Menzies,Action Adventure Thriller,Eva Green,casino royal,Ivana Milicevic
Tim Burton,Estella Warren,Action Adventure Sci-Fi Thriller,Cary-Hiroyuki Tagawa,planet of the ape,Erick Avari
James Cameron,Jenette Goldstein,Action Sci-Fi,Joe Morton,terminator 2: judgment da,S. Epatha Merkerson
Michael Mann,Christian Bale,Biography Crime Drama History Romance,Johnny Depp,public enemie,Stephen Graham
Ridley Scott,Ruby Dee,Biography Crime Drama,Denzel Washington,american gangste,RZA
James Cameron,Tia Carrere,Action Comedy Thriller,Jamie Lee Curtis,true lie,Tom Arnold
Tony Scott,Ramon Rodriguez,Action Crime Thriller,Denzel Washington,the taking of pelham 1 2 ,Michael Rispoli
Paul Weitz,Blythe Danner,Comedy Romance,Robert De Niro,little focker,Teri Polo
Adam McKay,Will Ferrell,Action Comedy Crime,Dwayne Johnson,the other guy,Derek Jeter
Chuck Russell,James Coburn,Action Drama Mystery Thriller,Vanessa Williams,erase,Roma Maffia
Quentin Tarantino,Christoph Waltz,Drama Western,Leonardo DiCaprio,django unchaine,Ato Essandoh
Gary Trousdale,Jason Alexander,Animation Drama Family Musical Romance,Demi Moore,the hunchback of notre dam,Bill Fagerbakke
Mark Dindal,Wendie Malick,Adventure Animation Comedy Family Fantasy,Eartha Kitt,the emperor's new groov,John Fiedler
Simon West,Sylvester Stallone,Action Adventure Thriller,Jason Statham,the expendables ,Bruce Willis
Jon Turteltaub,Armando Riesco,Action Adventure Comedy Family Mystery,Nicolas Cage,national treasur,Annie Parisse
Stefen Fangmeier,Ed Speleers,Action Adventure Family Fantasy,Djimon Hounsou,erago,Gary Lewis
Spike Jonze,Ryan Corr,Adventure Drama Family Fantasy,Catherine O'Hara,where the wild things ar,Max Records
Joe Wright,Cara Delevingne,Adventure Family Fantasy,Hugh Jackman,pa,Nonso Anozie
Chris Wedge,Emma Kenney,Adventure Animation Family Fantasy,Josh Hutcherson,epi,Troy Evans
Florian Henckel von Donnersmarck,Angelina Jolie Pitt,Action Romance Thriller,Johnny Depp,the touris,Rufus Sewell
Peter Hyams,Mark Margolis,Action Fantasy Horror Mystery,CCH Pounder,end of day,Udo Kier
Edward Zwick,Djimon Hounsou,Adventure Drama Thriller,Leonardo DiCaprio,blood diamon,Stephen Collins
Martin Scorsese,Matthew McConaughey,Biography Comedy Crime Drama,Leonardo DiCaprio,the wolf of wall stree,Jon Favreau
Joel Schumacher,Rene Auberjonois,Action Adventure Fantasy,Michael Gough,batman foreve,Debi Mazar
Paul Verhoeven,Patrick Muldoon,Action Sci-Fi War,Jake Busey,starship trooper,Seth Gilliam
Tom Tykwer,Jim Sturgess,Drama Sci-Fi,Tom Hanks,cloud atla,Jim Broadbent
Zack Snyder,Richard Roxburgh,Action Adventure Animation Family Fantasy,Abbie Cornish,legend of the guardians: the owls of ga'hool,Anthony LaPaglia
Pitof,Christopher Heyerdahl,Action Crime Fantasy Romance Thriller,Frances Conroy,catwoma,Alex Borstein
Brett Ratner,Rufus Sewell,Action Adventure,Dwayne Johnson,hercule,Ingrid Bolsø Berdal
Ron Clements,Martin Short,Adventure Animation Family Sci-Fi,Joseph Gordon-Levitt,treasure plane,Michael Wincott
Brad Silberling,Anna Friel,Adventure Comedy Sci-Fi,Will Ferrell,land of the los,Bobb'e J. Thompson
Patrick Hughes,Sylvester Stallone,Action Adventure Thriller,Jason Statham,the expendables ,Harrison Ford
Ericson Core,Edgar Ramírez,Action Crime Sport Thriller,Ray Winstone,point brea,Delroy Lindo
Lawrence Guterman,Traylor Howard,Comedy Family Fantasy,Jamie Kennedy,son of the mas,Ben Stein
Ron Howard,Benjamin Walker,Action Adventure Biography Drama History Thriller,Chris Hemsworth,in the heart of the se,Frank Dillane
Ron Underwood,Randy Quaid,Action Comedy Sci-Fi,Rosario Dawson,the adventures of pluto nas,Burt Young
Paul Greengrass,Sean Huze,Action Drama Thriller War,Matt Damon,green zon,Igal Naor
Steve Martino,Venus Schultheis,Adventure Animation Comedy Family,Francesca Capaldi,the peanuts movi,Bill Melendez
David Mamet,Felicity Huffman,Drama Mystery Thriller,Ben Gazzara,the spanish prisone,Campbell Scott
Stephen Sommers,Brendan Fraser,Action Adventure Fantasy Thriller,Dwayne Johnson,the mummy return,Patricia Velasquez
Martin Scorsese,Liam Neeson,Crime Drama,Leonardo DiCaprio,gangs of new yor,Jim Broadbent
Yimou Zhang,Ni Ni,Drama History Romance War,Christian Bale,the flowers of wa,Shigeo Kobayashi
Ash Brannon,Zooey Deschanel,Animation Comedy Family Sport,Jeff Bridges,surf's u,Jon Heder
Frank Oz,Matthew Broderick,Comedy Sci-Fi Thriller,Jon Lovitz,the stepford wive,Roger Bart
Ridley Scott,Sam Shepard,Drama History War,Ioan Gruffudd,black hawk dow,Ewen Bremner
Jay Roach,Thomas Middleditch,Comedy,Will Ferrell,the campaig,Katherine LaNasa
Luc Besson,Bruce Willis,Action Adventure Sci-Fi,Milla Jovovich,the fifth elemen,Gary Oldman
Michael Patrick King,Liza Minnelli,Comedy Drama Romance,Chris Noth,sex and the city ,Kristin Davis
Bibo Bergeron,Rosie Perez,Adventure Animation Comedy Family Romance,Frank Welker,the road to el dorad,Elton John
Steve Martino,Josh Gad,Adventure Animation Comedy Family,Peter Dinklage,ice age: continental drif,Drake
Kenneth Branagh,Derek Jacobi,Drama Family Fantasy Romance,Hayley Atwell,cinderell,Lily James
Peter Jackson,AJ Michalka,Drama Fantasy Thriller,Michael Imperioli,the lovely bone,Tom McCarthy
Andrew Stanton,Stephen Root,Adventure Animation Comedy Family,Alexander Gould,finding nem,Brad Garrett
Peter Jackson,Billy Boyd,Action Adventure Drama Fantasy,Orlando Bloom,the lord of the rings: the return of the kin,Bernard Hill
Peter Jackson,Orlando Bloom,Action Adventure Drama Fantasy,Christopher Lee,the lord of the rings: the two tower,Billy Boyd
Sergey Bodrov,Djimon Hounsou,Action Adventure Fantasy,Jeff Bridges,seventh so,Olivia Williams
Simon West,Noah Taylor,Action Adventure Fantasy Thriller,Angelina Jolie Pitt,lara croft: tomb raide,Chris Barrie
Wally Pfister,Morgan Freeman,Drama Mystery Romance Sci-Fi Thriller,Johnny Depp,transcendenc,Clifton Collins Jr.
Joe Johnston,Trevor Morgan,Action Adventure Sci-Fi Thriller,Michael Jeter,jurassic park ii,Alessandro Nivola
Rupert Wyatt,David Oyelowo,Action Drama Sci-Fi Thriller,James Franco,rise of the planet of the ape,Tyler Labine
Mark Waters,Tod Fennell,Adventure Family Fantasy,Martin Short,the spiderwick chronicle,Joan Plowright
John Moore,Cole Hauser,Action Thriller,Bruce Willis,a good day to die har,Megalyn Echikunwoke
John Lee Hancock,Marc Blucas,Drama History War Western,Dennis Quaid,the alam,Jordi Mollà
Brad Bird,Craig T. Nelson,Action Adventure Animation Family,Holly Hunter,the incredible,Lou Romano
Renny Harlin,Frank Langella,Action Adventure Comedy,Christopher Masterson,cutthroat islan,Matthew Modine
Chris Columbus,Rosario Dawson,Adventure Family Fantasy,Logan Lerman,percy jackson & the olympians: the lightning thie,Steve Coogan
Barry Sonnenfeld,Rip Torn,Adventure Comedy Family Mystery Sci-Fi,Will Smith,men in blac,Linda Fiorentino
John Lasseter,John Ratzenberger,Adventure Animation Comedy Family Fantasy,Tom Hanks,toy story ,Wayne Knight
Tony Scott,Rosario Dawson,Action Thriller,Denzel Washington,unstoppabl,Ethan Suplee
Brett Ratner,John Lone,Action Comedy Crime Thriller,Mei Melançon,rush hour ,Harris Yulin
Robert Zemeckis,Amber Valletta,Drama Fantasy Horror Mystery Thriller,Harrison Ford,what lies beneat,Miranda Otto
Phil Lord,Bobb'e J. Thompson,Animation Comedy Family Sci-Fi,Will Forte,cloudy with a chance of meatball,Al Roker
Carlos Saldanha,Maile Flanagan,Action Adventure Animation Comedy Family,Denis Leary,ice age: dawn of the dinosaur,Kelly Keaton
Ben Stiller,Adrian Martinez,Adventure Comedy Drama Fantasy Romance,Adam Scott,the secret life of walter mitt,Joey Slotnick
McG,LL Cool J,Action Adventure Comedy Crime Thriller,Bill Murray,charlie's angel,Kelly Lynch
Martin Scorsese,Matt Damon,Crime Drama Thriller,Leonardo DiCaprio,the departe,Ray Winstone
Tony Bancroft,Harvey Fierstein,Adventure Animation Family Fantasy Musical War,Ming-Na Wen,mula,June Foray
Ben Stiller,Steve Coogan,Action Comedy,Robert Downey Jr.,tropic thunde,Brandon T. Jackson
David Fincher,Goran Visnjic,Crime Drama Mystery Thriller,Robin Wright,the girl with the dragon tatto,Joely Richardson
John McTiernan,Aldis Hodge,Action Adventure Thriller,Bruce Willis,die hard with a vengeanc,Kevin Chamberlin
Guy Ritchie,Eddie Marsan,Action Adventure Crime Mystery Thriller,Robert Downey Jr.,sherlock holme,Robert Maillet
Timur Bekmambetov,Ayelet Zurer,Adventure Drama History,Morgan Freeman,ben-hu,Moises Arias
Gary Trousdale,Jim Varney,Action Adventure Animation Family Fantasy Sci-Fi,Leonard Nimoy,atlantis: the lost empir,Cree Summer
Walt Becker,Joshua Mikel,Adventure Animation Comedy Family Fantasy Music,Bella Thorne,alvin and the chipmunks: the road chi,Jesse McCartney
Bryan Singer,Tom Wilkinson,Drama History Thriller War,Tom Cruise,valkyri,Thomas Kretschmann
Dennis Dugan,Sayed Badreya,Action Comedy,Adam Sandler,you don't mess with the zoha,Kevin Nealon
Chris Columbus,Adam Sandler,Action Animation Comedy Sci-Fi,Peter Dinklage,pixel,Josh Gad
Steven Spielberg,William Hurt,Adventure Drama Sci-Fi,Haley Joel Osment,a.i. artificial intelligenc,Kevin Sussman
Rob Minkoff,Rachael Harris,Comedy Family Fantasy Horror Mystery,Marsha Thomason,the haunted mansio,Marc John Jefferies
Robert Zemeckis,Tom Skerritt,Drama Mystery Sci-Fi Thriller,Matthew McConaughey,contac,Larry King
Paul Verhoeven,Kim Dickens,Action Horror Sci-Fi Thriller,Greg Grunberg,hollow ma,Joey Slotnick
Sydney Pollack,George Harris,Crime Mystery Thriller,Curtiss Cook,the interprete,Michael Wright
Thor Freudenthal,Leven Rambin,Adventure Family Fantasy,Logan Lerman,percy jackson: sea of monster,Brandon T. Jackson
Jan de Bont,Angelina Jolie Pitt,Action Adventure Fantasy,Gerard Butler,lara croft tomb raider: the cradle of lif,Djimon Hounsou
Jon M. Chu,Morgan Freeman,Action Adventure Comedy Crime Mystery Thriller,Daniel Radcliffe,now you see me ,Sanaa Lathan
Phillip Noyce,Michael Byrne,Action Adventure Romance Sci-Fi Thriller,Alun Armstrong,the sain,Velibor Topic
Tony Scott,Stephen Dillane,Action Crime Thriller,Brad Pitt,spy gam,Catherine McCormack
Brian De Palma,Connie Nielsen,Adventure Sci-Fi Thriller,Don Cheadle,mission to mar,Kim Delaney
Carlos Saldanha,Wanda Sykes,Adventure Animation Comedy Family Musical,Anne Hathaway,ri,Will.i.am
Chris Columbus,Oliver Platt,Comedy Drama Sci-Fi,Robin Williams,bicentennial ma,John Michael Higgins
Mick Jackson,Anne Heche,Action Drama Sci-Fi Thriller,Don Cheadle,volcan,Gaby Hoffmann
Alan J. Pakula,Brad Pitt,Action Crime Drama Thriller,Harrison Ford,the devil's ow,Natascha McElhone
Kathryn Bigelow,Christian Camargo,Drama History Thriller War,Liam Neeson,k-19: the widowmake,Lex Shrapnel
Josh Trank,Reg E. Cathey,Action Adventure Sci-Fi,Tim Blake Nelson,fantastic fou,Tim Heidecker
John Milius,Mako,Adventure Fantasy,William Smith,conan the barbaria,Sandahl Bergman
Ron Howard,Bruce McGill,Biography Drama Sport,Paddy Considine,cinderella ma,Rosemarie DeWitt
Andrey Konchalovskiy,Nathan Lane,Action Family Fantasy Musical,Shirley Henderson,the nutcracker in 3,Richard E. Grant
Gary Ross,Michael Angarano,Drama History Sport,Jeff Bridges,seabiscui,Michael O'Neill
Jan de Bont,Alan Ruck,Action Adventure Drama Thriller,Philip Seymour Hoffman,twiste,Jami Gertz
Rob Cohen,Vin Diesel,Action Crime Thriller,Paul Walker,the fast and the furiou,Jordana Brewster
Robert Zemeckis,Paul Sanchez,Adventure Drama Romance,Tom Hanks,cast awa,Nick Searcy
George Miller,Hugh Jackman,Animation Comedy Family Music Romance,Robin Williams,happy fee,Elizabeth Daily
Paul Greengrass,Joan Allen,Action Mystery Thriller,Matt Damon,the bourne supremac,Oksana Akinshina
Wolfgang Petersen,Gary Oldman,Action Adventure Drama Thriller,Harrison Ford,air force on,Dean Stockwell
Steven Soderbergh,Bernie Mac,Crime Thriller,Brad Pitt,ocean's eleve,Elliott Gould
Paul W.S. Anderson,Logan Lerman,Action Adventure Romance,Milla Jovovich,the three musketeer,Orlando Bloom
Genndy Tartakovsky,Adam Sandler,Animation Comedy Family Fantasy,Steve Buscemi,hotel transylvani,Jon Lovitz
Kevin Lima,Teala Dunn,Animation Comedy Family Fantasy Musical Romance,Jeff Bennett,enchante,Fred Tatasciore
,Scott Thompson,Crime Drama Horror Mystery Thriller,Caroline Dhavernas,hannibal           ,Hettienne Park
Daniel Espinosa,Ryan Reynolds,Action Crime Mystery Thriller,Denzel Washington,safe hous,Sam Shepard
Kevin Lima,Eric Idle,Adventure Comedy Family,Ioan Gruffudd,102 dalmatian,Jim Carter
Brett Ratner,Gabourey Sidibe,Action Comedy Crime,Matthew Broderick,tower heis,Judd Hirsch
Nancy Meyers,Rufus Sewell,Comedy Romance,Kate Winslet,the holida,Sarah Parish
Tony Scott,Jake Busey,Action Crime Drama Mystery Thriller,Will Smith,enemy of the stat,Lisa Bonet
Nancy Meyers,Hunter Parrish,Comedy Drama Romance,Meryl Streep,it's complicate,Zoe Kazan
Steven Soderbergh,Matt Damon,Crime Thriller,Al Pacino,ocean's thirtee,Brad Pitt
Roger Allers,Debra Messing,Adventure Animation Comedy Family,Jon Favreau,open seaso,Jane Krakowski
Neil Burger,Theo James,Adventure Mystery Sci-Fi,Kate Winslet,divergen,Mekhi Phifer
Jean-Jacques Annaud,Gabriel Thomson,Drama History War,Bob Hoskins,enemy at the gate,Clemens Schick
Peter Berg,Rosario Dawson,Action Adventure Comedy Thriller,Dwayne Johnson,the rundow,Ewen Bremner
John McTiernan,Tom Noonan,Action Adventure Comedy Fantasy,F. Murray Abraham,last action her,Joan Plowright
Rob Marshall,Mako,Drama Romance,Li Gong,memoirs of a geish,Karl Yune
Justin Lin,Zachery Ty Bryan,Action Crime Thriller,Amber Stevens West,the fast and the furious: tokyo drif,Nikki Griffin
Sarah Smith,Imelda Staunton,Adventure Animation Comedy Family Fantasy,Jim Broadbent,arthur christma,Michael Palin
Martin Brest,Brad Pitt,Drama Fantasy Romance,Anthony Hopkins,meet joe blac,Jake Weber
Andrew Davis,Rick Worthy,Action Drama Thriller,Raymond Cruz,collateral damag,Jsu Garcia
Bob Fosse,Ben Vereen,Comedy Drama Music Musical,Roy Scheider,all that jaz,Max Wright
Tarsem Singh,Nathan Lane,Adventure Comedy Drama Family Fantasy,Julia Roberts,mirror mirro,Danny Woodburn
Edgar Wright,Kieran Culkin,Action Comedy Fantasy Romance,Anna Kendrick,scott pilgrim vs. the worl,Ellen Wong
Jon Amiel,Tchéky Karyo,Action Adventure Sci-Fi Thriller,Glenn Morshower,the cor,Rekha Sharma
Peter Segal,Janet Jackson,Comedy Romance Sci-Fi,Larry Miller,nutty professor ii: the klump,Chris Elliott
Raja Gosnell,Linda Cardellini,Adventure Comedy Mystery,Sarah Michelle Gellar,scooby-do,Miguel A. Núñez Jr.
Pete Travis,Jason Cope,Action Sci-Fi,Wood Harris,dred,Rakie Ayola
Frank Coraci,Cameron Monaghan,Comedy Drama Fantasy Romance,Adam Sandler,clic,Julie Kavner
George A. Romero,Hal Holbrook,Comedy Fantasy Horror,Ted Danson,creepsho,Adrienne Barbeau
Brad Peyton,Sean Hayes,Action Comedy Family Fantasy,Jack McBrayer,cats & dogs: the revenge of kitty galor,Katt Williams
Doug Liman,Hayden Christensen,Action Adventure Sci-Fi Thriller,Kristen Stewart,jumpe,Tom Hulce
Guillermo del Toro,Iván Kamarás,Action Adventure Fantasy Horror Sci-Fi,Seth MacFarlane,hellboy ii: the golden arm,Brian Steele
David Fincher,Jake Gyllenhaal,Crime Drama History Mystery Thriller,Robert Downey Jr.,zodia,Anthony Edwards
Roger Spottiswoode,Michael Rapaport,Action Mystery Sci-Fi Thriller,Robert Duvall,the 6th da,Tony Goldwyn
Tom Shadyac,Steve Carell,Comedy Drama,Morgan Freeman,bruce almight,Lisa Ann Walter
Sylvester Stallone,Sylvester Stallone,Action Adventure Thriller,Jason Statham,the expendable,Jet Li
